match_id,r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,duration,rank,r_win
5743389409,128,85,6,83,1,22,35,9,81,8,1921,18,1
5743389508,107,56,108,11,74,129,106,44,31,63,1957,61,1
5743389514,21,44,26,30,120,56,18,110,84,104,2014,32,0
5743389815,42,85,61,81,68,40,1,28,22,14,1933,23,1
5743390112,59,57,31,28,41,50,76,71,101,1,1989,25,0
5743390300,44,11,1,64,26,97,99,31,109,74,1949,58,0
5743390700,97,50,18,26,42,44,2,39,7,121,1957,46,0
5743391209,93,5,96,14,49,39,21,67,2,37,1889,34,1
5743392513,2,25,8,85,97,5,1,28,36,14,1807,60,1
5743392605,91,87,63,4,82,21,53,114,6,69,1768,15,0
5743394418,84,44,69,19,11,17,120,8,2,5,1766,76,0
5743394903,60,2,54,41,93,44,128,108,120,32,1774,14,1
5743395616,104,3,26,35,73,44,30,83,54,56,1697,18,0
5743396609,28,50,102,73,110,62,114,71,56,99,1689,24,1
5743396904,126,119,54,84,77,8,107,35,60,14,1641,26,1
5743397010,28,10,102,2,17,14,101,48,8,39,1636,24,0
5743400016,84,99,18,27,7,53,70,1,43,106,1569,45,1
5743400104,84,25,42,62,93,44,69,39,111,9,1536,37,1
5743400108,5,86,129,54,92,83,64,10,104,44,1508,54,1
5743402501,87,50,2,113,41,101,63,74,105,107,1441,32,1
5743408417,2,82,21,83,53,56,84,1,27,17,1126,13,1
5743390202,25,30,22,93,96,44,84,7,6,83,2052,51,0
5743390508,11,41,21,26,22,67,25,46,108,64,2004,43,0
5743391513,26,10,84,9,21,1,63,30,126,25,1996,75,0
5743393101,28,64,67,126,9,1,121,97,11,107,1812,74,1
5743393701,98,70,14,10,22,32,81,86,74,55,1873,34,0
5743394509,76,62,101,67,104,69,40,42,31,11,1878,73,1
5743394817,39,108,57,64,67,22,10,25,7,47,1800,47,1
5743397817,31,74,5,63,16,85,26,53,93,17,1603,46,1
5743398010,85,101,52,1,129,6,84,128,25,36,1689,59,0
5743399309,76,81,83,91,72,111,35,19,67,17,1653,55,1
5743406602,104,20,42,19,21,23,120,95,63,26,1390,12,1
5743390703,18,26,76,30,81,1,32,113,20,104,2064,70,0
5743390900,21,1,105,84,114,40,26,113,14,93,2071,27,1
5743392019,5,36,8,129,35,105,126,84,104,10,2039,54,1
5743392108,101,28,17,95,40,87,41,35,74,83,1996,31,1
5743393012,86,22,76,97,1,44,25,128,39,28,1946,56,0
5743393509,64,129,86,1,114,2,26,56,22,94,1925,44,0
5743394201,121,74,1,8,35,114,14,84,80,21,1888,52,0
5743394205,62,11,129,102,31,84,56,54,16,50,1915,70,1
5743396412,104,20,22,76,12,26,41,7,47,129,1822,48,0
5743396614,26,128,74,93,97,84,44,51,46,5,1796,46,0
5743397205,65,48,74,62,111,2,119,18,68,39,1738,53,1
5743397718,71,16,8,87,26,98,42,38,40,126,1805,48,1
5743398108,75,18,10,86,40,22,44,73,71,110,1750,67,1
5743398201,35,99,14,83,44,12,41,84,75,23,1774,22,1
5743401912,49,114,33,11,121,92,68,28,8,128,1540,36,0
5743404715,7,90,72,35,84,28,9,101,79,8,1457,35,1
5743404911,48,85,108,128,52,5,28,60,93,22,1434,43,1
5743392702,34,39,60,5,8,109,4,119,26,74,2048,32,1
5743393607,29,97,44,90,82,108,26,12,74,83,1946,37,1
5743394504,6,129,21,10,105,91,57,18,11,47,1937,66,1
5743395107,62,11,57,1,84,28,105,41,110,35,1925,26,1
5743395811,47,25,104,87,18,6,128,21,96,86,1914,77,0
5743396203,85,101,110,1,56,25,54,79,4,83,1872,63,0
5743396611,44,112,57,60,31,104,6,35,36,96,1900,28,1
5743396615,45,69,108,8,62,114,64,35,99,39,1889,32,0
5743397908,104,94,69,37,21,86,35,2,58,44,1797,40,0
5743399311,105,21,56,50,120,98,9,5,53,54,1706,57,1
5743399710,104,14,21,17,44,8,119,97,84,81,1587,47,0
5743400010,8,21,87,96,37,46,2,64,95,26,1708,53,0
5743400806,126,39,75,25,114,74,26,81,104,10,1616,42,1
5743402411,30,52,129,37,93,35,21,18,104,87,1643,44,0
5743402505,6,39,36,21,51,72,32,104,47,3,1616,51,1
5743402603,85,104,56,95,97,65,39,114,107,86,1663,77,1
5743402918,50,129,14,6,25,22,11,2,84,8,1582,34,1
5743403806,104,45,80,31,32,96,110,1,17,111,1580,54,1
5743407317,2,74,68,51,11,6,71,54,78,52,1376,47,0
5743395203,59,49,93,7,120,54,98,35,126,52,2019,16,1
5743395707,51,6,31,17,120,128,126,1,71,21,1981,74,0
5743395810,22,6,83,104,84,8,112,50,20,28,1948,41,1
5743395914,14,30,97,18,126,104,54,84,37,74,1961,53,1
5743396903,27,35,44,87,100,84,67,6,4,21,1890,34,0
5743396905,99,114,14,9,22,30,86,8,108,39,1793,42,0
5743397707,48,14,54,45,49,47,25,42,93,26,1885,15,0
5743397716,4,129,30,83,63,67,57,70,11,26,1867,37,1
5743398008,100,82,42,30,44,104,18,98,128,26,1873,29,1
5743398216,26,126,58,86,94,84,17,93,104,101,1830,35,0
5743399101,41,111,114,17,84,42,22,9,60,26,1825,56,0
5743399506,70,111,6,43,41,44,74,26,81,19,1792,44,0
5743400608,11,9,14,104,28,35,18,39,87,33,1704,24,0
5743401417,27,84,30,11,8,47,29,44,52,7,1685,47,1
5743403003,39,18,31,98,53,9,105,28,10,44,1446,32,1
5743405111,107,11,120,110,18,89,45,114,31,60,1589,63,0
5743406009,121,89,74,14,62,88,54,99,84,104,1530,30,0
5743410407,50,21,6,128,31,44,97,74,110,14,1309,35,0
5743415616,9,126,110,6,114,30,54,74,22,98,1139,75,1
5743396104,111,71,23,84,67,5,81,14,54,94,1953,54,0
5743396414,94,44,75,9,4,51,60,101,93,25,1983,23,1
5743396515,35,61,10,121,8,21,5,104,56,126,1884,26,0
5743396819,84,1,97,14,41,8,23,129,25,86,1948,36,0
5743396912,31,74,128,126,41,110,5,104,2,6,1986,45,0
5743396914,105,87,18,41,11,104,26,30,81,60,1902,29,1
5743397012,18,64,60,57,74,67,37,98,51,52,1994,53,1
5743397013,44,95,62,100,84,81,54,20,107,93,1954,38,0
5743397211,9,1,23,104,84,70,7,28,76,85,1961,39,1
5743397803,5,41,7,14,95,11,42,81,1,4,1920,38,1
5743398517,18,37,129,22,73,51,14,9,114,75,1910,21,1
5743398902,10,11,64,119,129,70,58,2,31,47,1888,57,1
5743399203,82,36,45,44,104,121,70,14,21,60,1892,22,1
5743400706,23,13,42,67,119,39,6,78,44,45,1863,32,1
5743400803,98,18,74,27,128,22,14,108,44,84,1783,65,1
5743401412,128,45,42,6,106,3,14,44,22,104,1769,29,1
5743402100,28,8,46,25,40,129,44,87,10,51,1757,43,1
5743406307,109,84,46,22,57,75,81,105,54,5,1343,58,1
5743412000,109,19,121,20,61,31,99,44,9,129,1267,80,1
5743416318,7,80,87,18,63,101,73,104,44,30,1106,62,1
5743397915,84,41,74,73,64,8,51,101,44,26,1920,25,1
5743398000,121,52,29,6,86,31,28,76,93,21,1970,43,1
5743398714,1,53,26,67,38,75,31,94,18,104,1919,27,0
5743399003,75,26,1,73,54,8,90,110,5,62,1915,38,0
5743399813,98,126,121,100,8,84,31,40,67,45,1914,59,0
5743400701,105,113,26,14,104,91,93,3,28,61,1828,25,0
5743400909,44,63,69,11,7,52,85,81,109,75,1912,45,0
5743401111,42,74,27,1,53,81,99,30,31,35,1876,22,0
5743401612,31,94,49,121,114,126,35,74,12,40,1862,28,0
5743401704,20,46,48,94,128,64,71,44,104,61,1802,17,0
5743401708,93,85,100,70,75,1,31,129,99,86,1846,22,0
5743404003,6,20,28,46,84,23,45,85,70,30,1659,37,1
5743404302,67,71,13,120,39,10,21,26,129,93,1763,71,1
5743405308,86,42,11,26,10,6,85,110,34,129,1699,52,0
5743407508,95,85,119,5,58,14,111,11,107,44,1583,49,1
5743408019,14,84,85,8,6,20,109,71,30,99,1524,13,1
5743408500,25,91,71,82,14,44,59,98,105,75,1539,53,1
5743411000,45,108,56,84,52,87,39,62,28,1,1433,34,1
5743414519,50,110,100,74,44,80,121,18,27,104,1290,42,1
5743415911,110,6,50,22,129,52,85,39,47,96,1242,32,1
5743421810,93,11,62,14,90,17,35,5,75,96,949,39,0
5743398610,106,84,18,25,129,21,110,128,6,46,1940,56,0
5743399708,22,18,5,114,6,104,4,19,35,95,1977,14,1
5743400804,14,84,93,128,8,39,101,85,16,44,1900,27,1
5743401710,2,128,42,65,30,9,22,6,41,44,1912,17,0
5743402200,5,8,9,108,94,84,22,97,48,42,1889,29,0
5743404005,98,62,119,18,76,95,56,52,14,101,1791,45,1
5743404103,69,76,6,129,25,60,75,56,81,128,1648,60,0
5743404110,110,75,14,74,18,47,44,50,25,87,1759,24,1
5743404318,114,9,108,10,14,56,7,5,18,57,1766,29,1
5743404616,36,51,105,41,4,68,104,37,85,6,1736,61,0
5743404716,41,126,73,40,53,54,5,32,36,108,1759,35,0
5743405501,61,8,67,68,31,114,36,92,84,14,1712,26,0
5743406303,3,37,87,18,89,36,71,42,59,120,1700,23,0
5743407106,27,129,100,10,1,110,70,4,75,42,1616,17,0
5743407201,128,41,62,4,19,81,22,27,119,126,1672,79,1
5743408407,8,14,19,64,83,129,121,44,45,100,1568,76,1
5743410607,42,85,9,89,44,19,30,11,28,106,1496,31,1
5743413802,44,84,114,22,8,81,74,26,71,11,1375,13,0
5743417311,87,128,18,17,60,11,5,67,74,49,1208,60,1
5743400315,22,1,9,114,111,67,19,6,97,84,2023,41,1
5743400411,18,19,91,22,108,11,26,60,10,37,1857,73,0
5743401005,41,75,104,129,52,50,106,18,14,121,2028,55,1
5743401611,85,28,93,45,27,64,29,48,31,9,1996,44,1
5743402112,111,25,56,48,28,1,87,61,71,68,1818,45,0
5743402715,14,84,8,74,26,21,70,11,5,27,1893,31,0
5743403017,1,11,104,22,59,95,67,17,105,28,1886,49,0
5743403601,2,31,67,20,21,1,84,47,16,37,1862,36,0
5743404615,84,12,73,86,85,104,21,46,1,71,1815,55,1
5743405312,17,18,75,104,5,44,23,34,29,11,1826,34,1
5743405619,46,14,44,100,49,114,9,27,39,81,1752,29,0
5743406313,1,27,76,69,74,71,68,41,47,126,1747,51,1
5743408613,82,85,35,108,95,101,68,73,32,97,1633,17,1
5743409910,35,51,22,89,28,56,91,7,41,14,1503,16,1
5743411405,36,128,8,12,65,49,88,94,107,31,1518,70,1
5743412108,1,71,74,108,14,26,106,128,41,44,1499,16,1
5743412513,27,93,10,28,16,99,94,128,3,113,1505,40,1
5743412716,41,11,5,9,53,17,75,69,10,79,1412,64,1
5743412816,104,2,39,50,120,12,63,88,67,31,1531,22,1
5743401703,110,37,93,31,56,29,5,82,42,2,1903,41,0
5743402108,39,74,54,57,128,110,103,80,10,19,1907,72,0
5743403210,129,95,26,27,34,56,74,68,8,47,1957,41,1
5743403508,104,9,99,59,86,71,70,18,50,94,1927,12,0
5743404301,5,84,114,28,67,104,86,35,8,9,1689,22,1
5743404401,8,28,10,37,29,57,2,64,59,18,1909,33,1
5743405112,19,56,75,8,9,52,28,18,26,88,1888,58,0
5743405118,27,93,71,104,17,44,105,21,26,114,1851,14,1
5743405604,54,58,62,128,49,8,84,15,121,50,1863,50,0
5743405804,126,54,9,40,29,71,128,67,85,5,1703,65,1
5743406111,79,35,28,121,44,50,40,69,1,58,1856,34,1
5743406116,14,86,129,44,128,56,36,8,105,5,1808,56,1
5743407207,69,126,41,96,7,62,4,18,52,63,1791,39,0
5743407411,13,28,8,107,85,25,26,19,39,1,1663,71,1
5743407518,25,88,90,48,10,75,84,3,9,28,1763,52,1
5743407812,87,41,5,99,22,8,25,110,14,27,1766,44,1
5743408616,11,51,95,58,84,104,22,14,8,76,1692,50,1
5743408701,35,91,60,8,27,70,113,37,110,13,1701,43,1
5743410307,21,17,93,111,98,26,129,11,110,41,1675,71,0
5743410519,55,74,41,128,70,16,50,7,54,2,1644,28,1
5743423911,14,56,52,114,75,36,101,41,3,66,1083,66,0
5743403214,67,64,50,42,74,70,94,22,35,30,1769,21,1
5743403217,16,44,25,64,11,51,6,86,126,68,1961,67,0
5743403904,9,126,67,4,22,49,21,99,93,26,1947,30,1
5743404107,42,128,62,70,50,114,22,11,108,45,1890,48,1
5743404215,14,44,36,6,73,33,59,5,47,41,1963,46,0
5743404419,39,85,8,26,120,87,99,48,20,56,1892,39,0
5743405708,6,73,49,1,84,20,35,26,25,41,1876,34,0
5743405809,34,14,84,9,44,70,31,64,26,22,1910,31,1
5743406205,25,114,108,26,1,104,75,41,87,106,1837,36,1
5743406304,21,71,57,14,8,40,87,74,36,41,1872,62,0
5743406318,85,2,17,74,18,96,23,56,20,84,1884,53,0
5743406813,14,68,49,22,104,5,71,44,97,45,1640,42,0
5743407603,86,2,97,8,83,38,76,71,10,87,1861,80,0
5743408012,44,22,14,31,33,74,30,29,41,51,1816,53,1
5743408105,37,14,74,120,21,108,106,27,5,44,1790,57,1
5743410118,54,53,113,47,74,26,100,52,11,59,1720,24,1
5743410717,18,85,2,53,17,69,6,102,22,14,1647,47,0
5743414508,67,68,86,6,104,11,8,75,35,16,1470,44,1
5743417703,30,22,8,97,59,87,73,14,100,93,1185,44,1
5743422703,85,21,120,6,17,119,18,14,90,104,1130,36,1
5743405610,85,128,48,99,21,105,57,44,97,68,1935,53,0
5743405801,62,5,86,22,18,4,78,82,14,50,1970,13,1
5743405919,12,76,25,28,45,11,108,33,111,8,1958,42,0
5743406314,100,47,75,8,50,93,40,14,21,42,1915,41,0
5743406811,99,8,18,71,31,70,21,97,90,129,1885,50,1
5743407008,26,104,94,103,25,71,98,56,17,110,1870,55,0
5743407209,1,96,76,18,86,7,95,49,2,121,1875,51,1
5743407806,35,44,49,47,42,53,8,112,29,23,1893,26,1
5743407914,7,28,46,54,11,12,8,19,31,80,1897,29,0
5743408818,93,26,86,95,99,20,23,4,8,88,1806,13,0
5743408914,27,22,84,71,54,129,18,21,14,56,1833,33,1
5743409616,52,104,9,21,41,5,99,1,10,83,1822,42,0
5743410919,84,17,19,8,50,2,93,126,5,64,1683,73,1
5743411001,42,16,37,8,76,9,64,93,96,10,1736,45,1
5743412218,21,26,41,22,71,1,14,107,74,9,1617,34,1
5743412413,28,84,26,1,11,85,32,39,95,64,1687,62,0
5743412419,81,9,23,8,39,7,5,1,30,11,1676,31,1
5743413200,25,94,56,61,26,47,98,21,93,129,1626,41,1
5743413409,86,96,30,73,42,27,44,11,14,43,1644,23,0
5743413417,27,25,16,8,68,45,70,80,64,85,1578,65,1
5743413708,86,73,104,10,7,13,26,8,110,72,1615,71,1
5743414107,85,8,28,20,26,82,41,40,96,84,1567,33,1
5743414409,67,36,14,9,5,21,107,109,88,76,1580,58,1
5743415005,109,86,120,128,111,46,97,1,47,26,1554,64,1
5743417210,40,72,61,47,85,51,1,57,50,21,1496,22,1
5743419117,101,129,94,84,13,90,39,81,80,37,1398,56,1
5743406306,10,86,21,54,14,1,85,104,40,113,1970,50,1
5743406815,51,22,104,15,93,46,32,111,9,42,1981,27,1
5743407006,70,86,75,3,10,44,51,120,15,40,1885,45,1
5743407109,69,86,97,26,48,59,84,35,25,87,1938,14,0
5743407410,26,99,10,47,75,28,109,8,85,50,1928,44,0
5743408408,106,84,31,110,95,97,102,21,80,93,1899,38,1
5743409307,19,22,46,45,42,27,67,10,21,110,1885,39,0
